ID;SID;x;y;z
2522;318;16.50;101.75;110.80
2523;318;16.50;102.25;110.85
2524;318;16.50;102.25;110.80
2525;318;17.00;101.75;110.85
2526;318;17.00;101.75;110.80
2527;318;17.00;102.25;110.85
2528;318;17.00;102.25;110.80
2529;327;17.00;101.75;110.85
2530;327;17.00;101.75;110.80
2531;327;17.00;102.25;110.85
2532;327;17.00;102.25;110.80
2533;327;17.50;101.75;110.85
2534;327;17.50;101.75;110.80
2535;327;17.50;102.25;110.85
2536;327;17.50;102.25;110.80
2537;328;17.00;102.25;110.85
2538;328;17.00;102.25;110.80
2539;328;17.00;102.75;110.85
2540;328;17.00;102.75;110.80
2541;328;17.50;102.25;110.85
2542;328;17.50;102.25;110.80
2543;328;17.50;102.75;110.85
2544;328;17.50;102.75;110.80
2545;315;16.50;101.25;110.85
2546;315;16.50;101.25;110.80
2547;315;16.50;101.75;110.85
2548;315;16.50;101.75;110.80
2549;315;17.00;101.25;110.85
2550;315;17.00;101.25;110.80
2551;315;17.00;101.75;110.85
2552;315;17.00;101.75;110.80
2553;316;16.50;100.75;110.85
2554;316;16.50;100.75;110.80
2555;316;16.50;101.25;110.85
2556;316;16.50;101.25;110.80
2557;316;17.00;100.75;110.85
2558;316;17.00;100.75;110.80
2559;316;17.00;101.25;110.85
2560;316;17.00;101.25;110.80
2561;319;17.00;100.75;110.85
2562;319;17.00;100.75;110.80
2563;319;17.00;101.25;110.85
2564;319;17.00;101.25;110.80
2565;319;17.50;100.75;110.85
2566;319;17.50;100.75;110.80
2567;319;17.50;101.25;110.85
2568;319;17.50;101.25;110.80
2569;320;17.00;101.25;110.85
2570;320;17.00;101.25;110.80
2571;320;17.00;101.75;110.85
2572;320;17.00;101.75;110.80
2573;320;17.50;101.25;110.85
2574;320;17.50;101.25;110.80
2575;320;17.50;101.75;110.85
2576;320;17.50;101.75;110.80
2577;321;17.50;101.25;110.85
2578;321;17.50;101.25;110.80
2579;321;17.50;101.75;110.85
2580;321;17.50;101.75;110.80
2581;321;18.00;101.25;110.85
2582;321;18.00;101.25;110.80
2583;321;18.00;101.75;110.85
2584;321;18.00;101.75;110.80
2585;322;17.50;100.75;110.85
2586;322;17.50;100.75;110.80
2587;322;17.50;101.25;110.85
2588;322;17.50;101.25;110.80
2589;322;18.00;100.75;110.85
2590;322;18.00;100.75;110.80
2591;322;18.00;101.25;110.85
2592;322;18.00;101.25;110.80
2593;323;18.00;100.75;110.85
2594;323;18.00;100.75;110.80
2595;323;18.00;101.25;110.85
2596;323;18.00;101.25;110.80
2597;323;18.50;100.75;110.85
2598;323;18.50;100.75;110.80
2599;323;18.50;101.25;110.85
2600;323;18.50;101.25;110.80
2601;324;18.00;101.25;110.85
2602;324;18.00;101.25;110.80
2603;324;18.00;101.75;110.85
2604;324;18.00;101.75;110.80
2605;324;18.50;101.25;110.85
2606;324;18.50;101.25;110.80
2607;324;18.50;101.75;110.85
2608;324;18.50;101.75;110.80
2609;325;18.50;101.25;110.85
2610;325;18.50;101.25;110.80
2611;325;18.50;101.75;110.85
2612;325;18.50;101.75;110.80
2613;325;19.00;101.25;110.85
2614;325;19.00;101.25;110.80
2615;325;19.00;101.75;110.85
2616;325;19.00;101.75;110.80
2617;326;18.50;100.75;110.85
2618;326;18.50;100.75;110.80
2619;326;18.50;101.25;110.85
2620;326;18.50;101.25;110.80
2621;326;19.00;100.75;110.85
2622;326;19.00;100.75;110.80
2623;326;19.00;101.25;110.85
2624;326;19.00;101.25;110.80
2625;337;17.00;101.75;110.80
2626;337;17.00;101.75;110.75
2627;337;17.00;102.25;110.80
2628;337;17.00;102.25;110.75
2629;337;17.50;101.75;110.80
2630;337;17.50;101.75;110.75
2631;337;17.50;102.25;110.80
2632;337;17.50;102.25;110.75
2633;338;17.00;102.25;110.80
2634;338;17.00;102.25;110.75
2635;338;17.00;102.75;110.80
2636;338;17.00;102.75;110.75
2637;338;17.50;102.25;110.80
2638;338;17.50;102.25;110.75
2639;338;17.50;102.75;110.80
2640;338;17.50;102.75;110.75
2641;329;17.00;100.75;110.80
2642;329;17.00;100.75;110.75
2643;329;17.00;101.25;110.80
2644;329;17.00;101.25;110.75
2645;329;17.50;100.75;110.80
2646;329;17.50;100.75;110.75
2647;329;17.50;101.25;110.80
2648;329;17.50;101.25;110.75
2649;330;17.00;101.25;110.80
2650;330;17.00;101.25;110.75
2651;330;17.00;101.75;110.80
2652;330;17.00;101.75;110.75
2653;330;17.50;101.25;110.80
2654;330;17.50;101.25;110.75
2655;330;17.50;101.75;110.80
2656;330;17.50;101.75;110.75
2657;331;17.50;101.25;110.80
2658;331;17.50;101.25;110.75
2659;331;17.50;101.75;110.80
2660;331;17.50;101.75;110.75
2661;331;18.00;101.25;110.80
2662;331;18.00;101.25;110.75
2663;331;18.00;101.75;110.80
2664;331;18.00;101.75;110.75
2665;332;17.50;100.75;110.80
2666;332;17.50;100.75;110.75
2667;332;17.50;101.25;110.80
2668;332;17.50;101.25;110.75
2669;332;18.00;100.75;110.80
2670;332;18.00;100.75;110.75
2671;332;18.00;101.25;110.80
2672;332;18.00;101.25;110.75
2673;333;18.00;100.75;110.80
2674;333;18.00;100.75;110.75
2675;333;18.00;101.25;110.80
2676;333;18.00;101.25;110.75
2677;333;18.50;100.75;110.80
2678;333;18.50;100.75;110.75
2679;333;18.50;101.25;110.80
2680;333;18.50;101.25;110.75
2681;334;18.00;101.25;110.80
2682;334;18.00;101.25;110.75
2683;334;18.00;101.75;110.80
2684;334;18.00;101.75;110.75
2685;334;18.50;101.25;110.80
2686;334;18.50;101.25;110.75
2687;334;18.50;101.75;110.80
2688;334;18.50;101.75;110.75
2689;335;18.50;101.25;110.80
2690;335;18.50;101.25;110.75
2691;335;18.50;101.75;110.80
2692;335;18.50;101.75;110.75
2693;335;19.00;101.25;110.80
2694;335;19.00;101.25;110.75
2695;335;19.00;101.75;110.80
2696;335;19.00;101.75;110.75
2697;336;18.50;100.75;110.80
2698;336;18.50;100.75;110.75
2699;336;18.50;101.25;110.80
2700;336;18.50;101.25;110.75
2701;336;19.00;100.75;110.80
2702;336;19.00;100.75;110.75
2703;336;19.00;101.25;110.80
2704;336;19.00;101.25;110.75
2705;347;17.00;101.75;110.75
2706;347;17.00;101.75;110.70
2707;347;17.00;102.25;110.75
2708;347;17.00;102.25;110.70
2709;347;17.50;101.75;110.75
2710;347;17.50;101.75;110.70
2711;347;17.50;102.25;110.75
2712;347;17.50;102.25;110.70
2713;348;17.00;102.25;110.75
2714;348;17.00;102.25;110.70
2715;348;17.00;102.75;110.75
2716;348;17.00;102.75;110.70
2717;348;17.50;102.25;110.75
2718;348;17.50;102.25;110.70
2719;348;17.50;102.75;110.75
2720;348;17.50;102.75;110.70
2721;349;17.50;101.75;110.75
2722;349;17.50;101.75;110.70
2723;349;17.50;102.25;110.75
2724;349;17.50;102.25;110.70
2725;349;18.00;101.75;110.75
2726;349;18.00;101.75;110.70
2727;349;18.00;102.25;110.75
2728;349;18.00;102.25;110.70
2729;339;17.00;100.75;110.75
2730;339;17.00;100.75;110.70
2731;339;17.00;101.25;110.75
2732;339;17.00;101.25;110.70
2733;339;17.50;100.75;110.75
2734;339;17.50;100.75;110.70
2735;339;17.50;101.25;110.75
2736;339;17.50;101.25;110.70
2737;340;17.00;101.25;110.75
2738;340;17.00;101.25;110.70
2739;340;17.00;101.75;110.75
2740;340;17.00;101.75;110.70
2741;340;17.50;101.25;110.75
2742;340;17.50;101.25;110.70
2743;340;17.50;101.75;110.75
2744;340;17.50;101.75;110.70
2745;341;17.50;101.25;110.75
2746;341;17.50;101.25;110.70
2747;341;17.50;101.75;110.75
2748;341;17.50;101.75;110.70
2749;341;18.00;101.25;110.75
2750;341;18.00;101.25;110.70
2751;341;18.00;101.75;110.75
2752;341;18.00;101.75;110.70
2753;342;17.50;100.75;110.75
2754;342;17.50;100.75;110.70
2755;342;17.50;101.25;110.75
2756;342;17.50;101.25;110.70
2757;342;18.00;100.75;110.75
2758;342;18.00;100.75;110.70
2759;342;18.00;101.25;110.75
2760;342;18.00;101.25;110.70
2761;343;18.00;100.75;110.75
2762;343;18.00;100.75;110.70
2763;343;18.00;101.25;110.75
2764;343;18.00;101.25;110.70
2765;343;18.50;100.75;110.75
2766;343;18.50;100.75;110.70
2767;343;18.50;101.25;110.75
2768;343;18.50;101.25;110.70
2769;344;18.00;101.25;110.75
2770;344;18.00;101.25;110.70
2771;344;18.00;101.75;110.75
2772;344;18.00;101.75;110.70
2773;344;18.50;101.25;110.75
2774;344;18.50;101.25;110.70
2775;344;18.50;101.75;110.75
2776;344;18.50;101.75;110.70
2777;345;18.50;101.25;110.75
2778;345;18.50;101.25;110.70
2779;345;18.50;101.75;110.75
2780;345;18.50;101.75;110.70
2781;345;19.00;101.25;110.75
2782;345;19.00;101.25;110.70
2783;345;19.00;101.75;110.75
2784;345;19.00;101.75;110.70
2785;346;18.50;100.75;110.75
2786;346;18.50;100.75;110.70
2787;346;18.50;101.25;110.75
2788;346;18.50;101.25;110.70
2789;346;19.00;100.75;110.75
2790;346;19.00;100.75;110.70
2791;346;19.00;101.25;110.75
2792;346;19.00;101.25;110.70
2793;358;17.00;101.75;110.70
2794;358;17.00;101.75;110.65
2795;358;17.00;102.25;110.70
2796;358;17.00;102.25;110.65
2797;358;17.50;101.75;110.70
2798;358;17.50;101.75;110.65
2799;358;17.50;102.25;110.70
2800;358;17.50;102.25;110.65
2801;359;17.00;102.25;110.70
2802;359;17.00;102.25;110.65
2803;359;17.00;102.75;110.70
2804;359;17.00;102.75;110.65
2805;359;17.50;102.25;110.70
2806;359;17.50;102.25;110.65
2807;359;17.50;102.75;110.70
2808;359;17.50;102.75;110.65
2809;350;17.00;100.75;110.70
2810;350;17.00;100.75;110.65
2811;350;17.00;101.25;110.70
2812;350;17.00;101.25;110.65
2813;350;17.50;100.75;110.70
2814;350;17.50;100.75;110.65
2815;350;17.50;101.25;110.70
2816;350;17.50;101.25;110.65
2817;351;17.00;101.25;110.70
2818;351;17.00;101.25;110.65
2819;351;17.00;101.75;110.70
2820;351;17.00;101.75;110.65
2821;351;17.50;101.25;110.70
2822;351;17.50;101.25;110.65
2823;351;17.50;101.75;110.70
2824;351;17.50;101.75;110.65
2825;352;17.50;101.25;110.70
2826;352;17.50;101.25;110.65
2827;352;17.50;101.75;110.70
2828;352;17.50;101.75;110.65
2829;352;18.00;101.25;110.70
2830;352;18.00;101.25;110.65
2831;352;18.00;101.75;110.70
2832;352;18.00;101.75;110.65
2833;353;17.50;100.75;110.70
2834;353;17.50;100.75;110.65
2835;353;17.50;101.25;110.70
2836;353;17.50;101.25;110.65
2837;353;18.00;100.75;110.70
2838;353;18.00;100.75;110.65
2839;353;18.00;101.25;110.70
2840;353;18.00;101.25;110.65
2841;354;18.00;100.75;110.70
2842;354;18.00;100.75;110.65
2843;354;18.00;101.25;110.70
2844;354;18.00;101.25;110.65
2845;354;18.50;100.75;110.70
2846;354;18.50;100.75;110.65
2847;354;18.50;101.25;110.70
2848;354;18.50;101.25;110.65
2849;355;18.00;101.25;110.70
2850;355;18.00;101.25;110.65
2851;355;18.00;101.75;110.70
2852;355;18.00;101.75;110.65
2853;355;18.50;101.25;110.70
2854;355;18.50;101.25;110.65
2855;355;18.50;101.75;110.70
2856;355;18.50;101.75;110.65
2857;356;18.50;101.25;110.70
2858;356;18.50;101.25;110.65
2859;356;18.50;101.75;110.70
2860;356;18.50;101.75;110.65
2861;356;19.00;101.25;110.70
2862;356;19.00;101.25;110.65
2863;356;19.00;101.75;110.70
2864;356;19.00;101.75;110.65
2865;357;18.50;100.75;110.70
2866;357;18.50;100.75;110.65
2867;357;18.50;101.25;110.70
2868;357;18.50;101.25;110.65
2869;357;19.00;100.75;110.70
2870;357;19.00;100.75;110.65
2871;357;19.00;101.25;110.70
2872;357;19.00;101.25;110.65
2873;368;17.00;101.75;110.65
2874;368;17.00;101.75;110.60
2875;368;17.00;102.25;110.65
2876;368;17.00;102.25;110.60
2877;368;17.50;101.75;110.65
2878;368;17.50;101.75;110.60
2879;368;17.50;102.25;110.65
2880;368;17.50;102.25;110.60
2881;369;17.00;102.25;110.65
2882;369;17.00;102.25;110.60
2883;369;17.00;102.75;110.65
2884;369;17.00;102.75;110.60
2885;369;17.50;102.25;110.65
2886;369;17.50;102.25;110.60
2887;369;17.50;102.75;110.65
2888;369;17.50;102.75;110.60
2889;370;17.50;101.75;110.65
2890;370;17.50;101.75;110.60
2891;370;17.50;102.25;110.65
2892;370;17.50;102.25;110.60
2893;370;18.00;101.75;110.65
2894;370;18.00;101.75;110.60
2895;370;18.00;102.25;110.65
2896;370;18.00;102.25;110.60
2897;371;18.00;101.75;110.65
2898;371;18.00;101.75;110.60
2899;371;18.00;102.25;110.65
2900;371;18.00;102.25;110.60
2901;371;18.50;101.75;110.65
2902;371;18.50;101.75;110.60
2903;371;18.50;102.25;110.65
2904;371;18.50;102.25;110.60
2905;372;18.50;101.75;110.65
2906;372;18.50;101.75;110.60
2907;372;18.50;102.25;110.65
2908;372;18.50;102.25;110.60
2909;372;19.00;101.75;110.65
2910;372;19.00;101.75;110.60
2911;372;19.00;102.25;110.65
2912;372;19.00;102.25;110.60
2913;360;17.00;100.75;110.65
2914;360;17.00;100.75;110.60
2915;360;17.00;101.25;110.65
2916;360;17.00;101.25;110.60
2917;360;17.50;100.75;110.65
2918;360;17.50;100.75;110.60
2919;360;17.50;101.25;110.65
2920;360;17.50;101.25;110.60
2921;361;17.00;101.25;110.65
2922;361;17.00;101.25;110.60
2923;361;17.00;101.75;110.65
2924;361;17.00;101.75;110.60
2925;361;17.50;101.25;110.65
2926;361;17.50;101.25;110.60
2927;361;17.50;101.75;110.65
2928;361;17.50;101.75;110.60
2929;362;17.50;101.25;110.65
2930;362;17.50;101.25;110.60
2931;362;17.50;101.75;110.65
2932;362;17.50;101.75;110.60
2933;362;18.00;101.25;110.65
2934;362;18.00;101.25;110.60
2935;362;18.00;101.75;110.65
2936;362;18.00;101.75;110.60
2937;363;17.50;100.75;110.65
2938;363;17.50;100.75;110.60
2939;363;17.50;101.25;110.65
2940;363;17.50;101.25;110.60
2941;363;18.00;100.75;110.65
2942;363;18.00;100.75;110.60
2943;363;18.00;101.25;110.65
2944;363;18.00;101.25;110.60
2945;364;18.00;100.75;110.65
2946;364;18.00;100.75;110.60
2947;364;18.00;101.25;110.65
2948;364;18.00;101.25;110.60
2949;364;18.50;100.75;110.65
2950;364;18.50;100.75;110.60
2951;364;18.50;101.25;110.65
2952;364;18.50;101.25;110.60
2953;365;18.00;101.25;110.65
2954;365;18.00;101.25;110.60
2955;365;18.00;101.75;110.65
2956;365;18.00;101.75;110.60
2957;365;18.50;101.25;110.65
2958;365;18.50;101.25;110.60
2959;365;18.50;101.75;110.65
2960;365;18.50;101.75;110.60
2961;366;18.50;101.25;110.65
2962;366;18.50;101.25;110.60
2963;366;18.50;101.75;110.65
2964;366;18.50;101.75;110.60
2965;366;19.00;101.25;110.65
2966;366;19.00;101.25;110.60
2967;366;19.00;101.75;110.65
2968;366;19.00;101.75;110.60
2969;367;18.50;100.75;110.65
2970;367;18.50;100.75;110.60
2971;367;18.50;101.25;110.65
2972;367;18.50;101.25;110.60
2973;367;19.00;100.75;110.65
2974;367;19.00;100.75;110.60
2975;367;19.00;101.25;110.65
2976;367;19.00;101.25;110.60
2977;381;17.00;101.75;110.60
2978;381;17.00;101.75;110.55
2979;381;17.00;102.25;110.60
2980;381;17.00;102.25;110.55
2981;381;17.50;101.75;110.60
2982;381;17.50;101.75;110.55
2983;381;17.50;102.25;110.60
2984;381;17.50;102.25;110.55
2985;382;17.00;102.25;110.60
2986;382;17.00;102.25;110.55
2987;382;17.00;102.75;110.60
2988;382;17.00;102.75;110.55
2989;382;17.50;102.25;110.60
2990;382;17.50;102.25;110.55
2991;382;17.50;102.75;110.60
2992;382;17.50;102.75;110.55
2993;383;17.50;101.75;110.60
2994;383;17.50;101.75;110.55
2995;383;17.50;102.25;110.60
2996;383;17.50;102.25;110.55
2997;383;18.00;101.75;110.60
2998;383;18.00;101.75;110.55
2999;383;18.00;102.25;110.60
3000;383;18.00;102.25;110.55
3001;384;18.00;101.75;110.60
3002;384;18.00;101.75;110.55
3003;384;18.00;102.25;110.60
3004;384;18.00;102.25;110.55
3005;384;18.50;101.75;110.60
3006;384;18.50;101.75;110.55
3007;384;18.50;102.25;110.60
3008;384;18.50;102.25;110.55
3009;385;18.50;101.75;110.60
3010;385;18.50;101.75;110.55
3011;385;18.50;102.25;110.60
3012;385;18.50;102.25;110.55
3013;385;19.00;101.75;110.60
3014;385;19.00;101.75;110.55
3015;385;19.00;102.25;110.60
3016;385;19.00;102.25;110.55
3017;373;17.00;100.75;110.60
3018;373;17.00;100.75;110.55
3019;373;17.00;101.25;110.60
3020;373;17.00;101.25;110.55
3021;373;17.50;100.75;110.60
3022;373;17.50;100.75;110.55
3023;373;17.50;101.25;110.60
3024;373;17.50;101.25;110.55
3025;374;17.00;101.25;110.60
3026;374;17.00;101.25;110.55
3027;374;17.00;101.75;110.60
3028;374;17.00;101.75;110.55
3029;374;17.50;101.25;110.60
3030;374;17.50;101.25;110.55
3031;374;17.50;101.75;110.60
3032;374;17.50;101.75;110.55
3033;375;17.50;101.25;110.60
3034;375;17.50;101.25;110.55
3035;375;17.50;101.75;110.60
3036;375;17.50;101.75;110.55
3037;375;18.00;101.25;110.60
3038;375;18.00;101.25;110.55
3039;375;18.00;101.75;110.60
3040;375;18.00;101.75;110.55
3041;376;17.50;100.75;110.60
3042;376;17.50;100.75;110.55
3043;376;17.50;101.25;110.60
3044;376;17.50;101.25;110.55
3045;376;18.00;100.75;110.60
3046;376;18.00;100.75;110.55
3047;376;18.00;101.25;110.60
3048;376;18.00;101.25;110.55
3049;377;18.00;100.75;110.60
3050;377;18.00;100.75;110.55
3051;377;18.00;101.25;110.60
3052;377;18.00;101.25;110.55
3053;377;18.50;100.75;110.60
3054;377;18.50;100.75;110.55
3055;377;18.50;101.25;110.60
3056;377;18.50;101.25;110.55
3057;378;18.00;101.25;110.60
3058;378;18.00;101.25;110.55
3059;378;18.00;101.75;110.60
3060;378;18.00;101.75;110.55
3061;378;18.50;101.25;110.60
3062;378;18.50;101.25;110.55
3063;378;18.50;101.75;110.60
3064;378;18.50;101.75;110.55
3065;379;18.50;101.25;110.60
3066;379;18.50;101.25;110.55
3067;379;18.50;101.75;110.60
3068;379;18.50;101.75;110.55
3069;379;19.00;101.25;110.60
3070;379;19.00;101.25;110.55
3071;379;19.00;101.75;110.60
3072;379;19.00;101.75;110.55
3073;380;18.50;100.75;110.60
3074;380;18.50;100.75;110.55
3075;380;18.50;101.25;110.60
3076;380;18.50;101.25;110.55
3077;380;19.00;100.75;110.60
3078;380;19.00;100.75;110.55
3079;380;19.00;101.25;110.60
3080;380;19.00;101.25;110.55
3081;394;17.00;101.75;110.55
3082;394;17.00;101.75;110.50
3083;394;17.00;102.25;110.55
3084;394;17.00;102.25;110.50
3085;394;17.50;101.75;110.55
3086;394;17.50;101.75;110.50
3087;394;17.50;102.25;110.55
3088;394;17.50;102.25;110.50
3089;395;17.00;102.25;110.55
3090;395;17.00;102.25;110.50
3091;395;17.00;102.75;110.55
3092;395;17.00;102.75;110.50
3093;395;17.50;102.25;110.55
3094;395;17.50;102.25;110.50
3095;395;17.50;102.75;110.55
3096;395;17.50;102.75;110.50
3097;396;17.50;101.75;110.55
3098;396;17.50;101.75;110.50
3099;396;17.50;102.25;110.55
3100;396;17.50;102.25;110.50
3101;396;18.00;101.75;110.55
3102;396;18.00;101.75;110.50
3103;396;18.00;102.25;110.55
3104;396;18.00;102.25;110.50
3105;397;18.00;101.75;110.55
3106;397;18.00;101.75;110.50
3107;397;18.00;102.25;110.55
3108;397;18.00;102.25;110.50
3109;397;18.50;101.75;110.55
3110;397;18.50;101.75;110.50
3111;397;18.50;102.25;110.55
3112;397;18.50;102.25;110.50
3113;398;18.50;101.75;110.55
3114;398;18.50;101.75;110.50
3115;398;18.50;102.25;110.55
3116;398;18.50;102.25;110.50
3117;398;19.00;101.75;110.55
3118;398;19.00;101.75;110.50
3119;398;19.00;102.25;110.55
3120;398;19.00;102.25;110.50
3121;386;17.00;100.75;110.55
3122;386;17.00;100.75;110.50
3123;386;17.00;101.25;110.55
3124;386;17.00;101.25;110.50
3125;386;17.50;100.75;110.55
3126;386;17.50;100.75;110.50
3127;386;17.50;101.25;110.55
3128;386;17.50;101.25;110.50
3129;387;17.00;101.25;110.55
3130;387;17.00;101.25;110.50
3131;387;17.00;101.75;110.55
3132;387;17.00;101.75;110.50
3133;387;17.50;101.25;110.55
3134;387;17.50;101.25;110.50
3135;387;17.50;101.75;110.55
3136;387;17.50;101.75;110.50
3137;388;17.50;101.25;110.55
3138;388;17.50;101.25;110.50
3139;388;17.50;101.75;110.55
3140;388;17.50;101.75;110.50
3141;388;18.00;101.25;110.55
3142;388;18.00;101.25;110.50
3143;388;18.00;101.75;110.55
3144;388;18.00;101.75;110.50
3145;389;17.50;100.75;110.55
3146;389;17.50;100.75;110.50
3147;389;17.50;101.25;110.55
3148;389;17.50;101.25;110.50
3149;389;18.00;100.75;110.55
3150;389;18.00;100.75;110.50
3151;389;18.00;101.25;110.55
3152;389;18.00;101.25;110.50
3153;390;18.00;100.75;110.55
3154;390;18.00;100.75;110.50
3155;390;18.00;101.25;110.55
3156;390;18.00;101.25;110.50
3157;390;18.50;100.75;110.55
3158;390;18.50;100.75;110.50
3159;390;18.50;101.25;110.55
3160;390;18.50;101.25;110.50
3161;391;18.00;101.25;110.55
3162;391;18.00;101.25;110.50
3163;391;18.00;101.75;110.55
3164;391;18.00;101.75;110.50
3165;391;18.50;101.25;110.55
3166;391;18.50;101.25;110.50
3167;391;18.50;101.75;110.55
3168;391;18.50;101.75;110.50
3169;392;18.50;101.25;110.55
3170;392;18.50;101.25;110.50
3171;392;18.50;101.75;110.55
3172;392;18.50;101.75;110.50
3173;392;19.00;101.25;110.55
3174;392;19.00;101.25;110.50
3175;392;19.00;101.75;110.55
3176;392;19.00;101.75;110.50
3177;393;18.50;100.75;110.55
3178;393;18.50;100.75;110.50
3179;393;18.50;101.25;110.55
3180;393;18.50;101.25;110.50
3181;393;19.00;100.75;110.55
3182;393;19.00;100.75;110.50
3183;393;19.00;101.25;110.55
3184;393;19.00;101.25;110.50
3185;432;17.00;101.75;110.40
3186;432;17.00;101.75;110.35
3187;432;17.00;102.25;110.40
3188;432;17.00;102.25;110.35
3189;432;17.50;101.75;110.40
3190;432;17.50;101.75;110.35
3191;432;17.50;102.25;110.40
3192;432;17.50;102.25;110.35
3193;433;17.00;102.25;110.40
3194;433;17.00;102.25;110.35
3195;433;17.00;102.75;110.40
3196;433;17.00;102.75;110.35
3197;433;17.50;102.25;110.40
3198;433;17.50;102.25;110.35
3199;433;17.50;102.75;110.40
3200;433;17.50;102.75;110.35
3201;434;17.50;101.75;110.40
3202;434;17.50;101.75;110.35
3203;434;17.50;102.25;110.40
3204;434;17.50;102.25;110.35
3205;434;18.00;101.75;110.40
3206;434;18.00;101.75;110.35
3207;434;18.00;102.25;110.40
3208;434;18.00;102.25;110.35
3209;435;18.00;101.75;110.40
3210;435;18.00;101.75;110.35
3211;435;18.00;102.25;110.40
3212;435;18.00;102.25;110.35
3213;435;18.50;101.75;110.40
3214;435;18.50;101.75;110.35
3215;435;18.50;102.25;110.40
3216;435;18.50;102.25;110.35
3217;436;18.50;101.75;110.40
3218;436;18.50;101.75;110.35
3219;436;18.50;102.25;110.40
3220;436;18.50;102.25;110.35
3221;436;19.00;101.75;110.40
3222;436;19.00;101.75;110.35
3223;436;19.00;102.25;110.40
3224;436;19.00;102.25;110.35
3225;424;17.00;100.75;110.40
3226;424;17.00;100.75;110.35
3227;424;17.00;101.25;110.40
3228;424;17.00;101.25;110.35
3229;424;17.50;100.75;110.40
3230;424;17.50;100.75;110.35
3231;424;17.50;101.25;110.40
3232;424;17.50;101.25;110.35
3233;425;17.00;101.25;110.40
3234;425;17.00;101.25;110.35
3235;425;17.00;101.75;110.40
3236;425;17.00;101.75;110.35
3237;425;17.50;101.25;110.40
3238;425;17.50;101.25;110.35
3239;425;17.50;101.75;110.40
3240;425;17.50;101.75;110.35
3241;426;17.50;101.25;110.40
3242;426;17.50;101.25;110.35
3243;426;17.50;101.75;110.40
3244;426;17.50;101.75;110.35
3245;426;18.00;101.25;110.40
3246;426;18.00;101.25;110.35
3247;426;18.00;101.75;110.40
3248;426;18.00;101.75;110.35
3249;427;17.50;100.75;110.40
3250;427;17.50;100.75;110.35
3251;427;17.50;101.25;110.40
3252;427;17.50;101.25;110.35
3253;427;18.00;100.75;110.40
3254;427;18.00;100.75;110.35
3255;427;18.00;101.25;110.40
3256;427;18.00;101.25;110.35
3257;428;18.00;100.75;110.40
3258;428;18.00;100.75;110.35
3259;428;18.00;101.25;110.40
3260;428;18.00;101.25;110.35
3261;428;18.50;100.75;110.40
3262;428;18.50;100.75;110.35
3263;428;18.50;101.25;110.40
3264;428;18.50;101.25;110.35
3265;429;18.00;101.25;110.40
3266;429;18.00;101.25;110.35
3267;429;18.00;101.75;110.40
3268;429;18.00;101.75;110.35
3269;429;18.50;101.25;110.40
3270;429;18.50;101.25;110.35
3271;429;18.50;101.75;110.40
3272;429;18.50;101.75;110.35
3273;430;18.50;101.25;110.40
3274;430;18.50;101.25;110.35
3275;430;18.50;101.75;110.40
3276;430;18.50;101.75;110.35
3277;430;19.00;101.25;110.40
3278;430;19.00;101.25;110.35
3279;430;19.00;101.75;110.40
3280;430;19.00;101.75;110.35
3281;431;18.50;100.75;110.40
3282;431;18.50;100.75;110.35
3283;431;18.50;101.25;110.40
3284;431;18.50;101.25;110.35
3285;431;19.00;100.75;110.40
3286;431;19.00;100.75;110.35
3287;431;19.00;101.25;110.40
3288;431;19.00;101.25;110.35
3289;445;17.00;101.75;110.35
3290;445;17.00;101.75;110.30
3291;445;17.00;102.25;110.35
3292;445;17.00;102.25;110.30
3293;445;17.50;101.75;110.35
3294;445;17.50;101.75;110.30
3295;445;17.50;102.25;110.35
3296;445;17.50;102.25;110.30
3297;446;17.00;102.25;110.35
3298;446;17.00;102.25;110.30
3299;446;17.00;102.75;110.35
3300;446;17.00;102.75;110.30
3301;446;17.50;102.25;110.35
3302;446;17.50;102.25;110.30
3303;446;17.50;102.75;110.35
3304;446;17.50;102.75;110.30
3305;447;17.50;101.75;110.35
3306;447;17.50;101.75;110.30
3307;447;17.50;102.25;110.35
3308;447;17.50;102.25;110.30
3309;447;18.00;101.75;110.35
3310;447;18.00;101.75;110.30
3311;447;18.00;102.25;110.35
3312;447;18.00;102.25;110.30
3313;448;18.00;101.75;110.35
3314;448;18.00;101.75;110.30
3315;448;18.00;102.25;110.35
3316;448;18.00;102.25;110.30
3317;448;18.50;101.75;110.35
3318;448;18.50;101.75;110.30
3319;448;18.50;102.25;110.35
3320;448;18.50;102.25;110.30
3321;449;18.50;101.75;110.35
3322;449;18.50;101.75;110.30
3323;449;18.50;102.25;110.35
3324;449;18.50;102.25;110.30
3325;449;19.00;101.75;110.35
3326;449;19.00;101.75;110.30
3327;449;19.00;102.25;110.35
3328;449;19.00;102.25;110.30
3329;437;17.00;100.75;110.35
3330;437;17.00;100.75;110.30
3331;437;17.00;101.25;110.35
3332;437;17.00;101.25;110.30
3333;437;17.50;100.75;110.35
3334;437;17.50;100.75;110.30
3335;437;17.50;101.25;110.35
3336;437;17.50;101.25;110.30
3337;438;17.00;101.25;110.35
3338;438;17.00;101.25;110.30
3339;438;17.00;101.75;110.35
3340;438;17.00;101.75;110.30
3341;438;17.50;101.25;110.35
3342;438;17.50;101.25;110.30
3343;438;17.50;101.75;110.35
